strain,DATE,SPECIES.SUBTYPE,antibiotic,vector,accession,NOTES.RE..CONTRUCTION..ORIGIN..PHENOTYPE,STRAIN.ACQUIRED.FROM.PARENT.STRAIN,DEPOSITOR,OTHER.NOTES,GLYCEROL.STOCK.LOCATION,BURDEN.ASSAY,MINIPREP.DNA.CONCENTRATION..ng.uL.,SEQUENCED...0..IF.NOT,SEQUENCE.CONFIRMED.,GFP.inteference,fluorescent.protein,TYPE,SUBPARTS,SHORT.DESCRIPTION.,measured
BB537,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_E0422,"plate 2, 6P",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,40.5,16.875,,FALSE,,Reporter ,NA," ""ECFP (RBS+ LVA+ TERM) (B0034.E0022.B0015)""",TRUE
BB538,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K731520,"plate 2, 7A",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,56.1,23.375,,TRUE,GFP,Composite ,NA," ""IPTG inducible GFPmut3b""",TRUE
BB539,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K844006,"plate 2, 7B",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,32.9,13.70833333,,FALSE,,Coding,NA," ""Spider Silk 1x Subunit ""W"" with Met (ATG) start codon""",TRUE
BB540,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K808032,"plate 2, 7C",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,78.9,32.875,,FALSE,,Composite ,NA," ""Arabinose regulated RBS-PhoA-His6tag-pNBEst13-Myctag-EstA""",TRUE
BB541,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K844007,"plate 2, 7D",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,30.9,12.875,,FALSE,,Coding,NA," ""Spider Silk 1x Subunit ""F"" (Fewest tRNA codon optimized) with Met (ATG) added""",TRUE
BB542,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K808000,"plate 2, 7E",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,36.3,15.125,,FALSE,,Regulatory,NA," "" araC-Pbad - Arabinose inducible regulatory promoter/repressor unit""",TRUE
BB543,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K844008,"plate 2, 7F",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,32.3,13.45833333,,FALSE,,Coding,NA," ""Spider Silk 1x Subunit ""B"" (Balanced tRNA codon optimized) with Met (ATG) added""",TRUE
BB544,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747029,"plate 2, 8K",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp047,30.6,12.75,,FALSE,,Protein_Domain,NA," ""TAL-Protein_TC2_Direpeat""",FALSE
BB545,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_S0116,"plate 2, 8L",spring 2018 iGEM distribution,Diya Bhat,,,exp025,51.5,21.45833333,,FALSE,,Intermediate,NA," ""B0031.C0052""",FALSE
BB546,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747030,"plate 2, 8M",spring 2018 iGEM distribution,Diya Bhat,,,exp025,42.2,17.58333333,,FALSE,,Protein_Domain,NA," ""TAL-Protein_TG2_Direpeat""",FALSE
BB547,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_S0117,"plate 2, 8N",spring 2018 iGEM distribution,Diya Bhat,,,exp025,45.7,19.04166667,,FALSE,,Intermediate,NA," ""B0031.C0053""",FALSE
BB548,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747031,"plate 2, 8O",spring 2018 iGEM distribution,Diya Bhat,,,,NA,0,,FALSE,,Protein_Domain,NA," ""TAL-Protein_TT2_Direpeat""",FALSE
BB549,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_P0152,"plate 2, 8P",spring 2018 iGEM distribution,Diya Bhat,,,,NA,0,,FALSE,,Generator,NA," ""PoPS -> cI (434)   [S0166]""",FALSE
BB550,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_K592009,"Plate 1, 19E",spring 2018 iGEM distribution,Noor Radde,,,exp022/exp027,NA,0,,TRUE,BCP,Coding,NA," ""amilCP  blue chromoprotein""",TRUE
BB551,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_R0040,"Plate 7, 21D",spring 2018 iGEM distribution,Noor Radde,,,exp022/exp027,NA,0,,FALSE,,Regulatory,NA," ""TetR repressible promoter""",TRUE
BB552,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_B0015,"Plate 3, 3F",spring 2018 iGEM distribution,Noor Radde,,,exp025/exp027,NA,0,,FALSE,,Terminator,NA," ""double terminator (B0010-B0012)""",TRUE
BB553,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_E1010,"Plate 3, 11N",spring 2018 iGEM distribution,Noor Radde,,,exp025/exp027/exp053,NA,0,,FALSE,RFP,Coding,NA," "" **highly** engineered mutant of red fluorescent protein from Discosoma striata (coral)""",TRUE
BB554,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_K731721,"Plate 1, 24K",spring 2018 iGEM distribution,Noor Radde,,,exp027/exp054/exp051/exp050,NA,0,,FALSE,,Terminator,NA," ""T7 terminator""",TRUE
BB555,08.04.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_J61100,"Plate 4, 16C",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,RBS,NA," ""Ribosome Binding Site Family Member""",TRUE
BB556,08.04.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_B0011,"Plate 4, 1B",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,Terminator,NA," ""LuxICDABEG (+/-)""",TRUE
BB557,08.04.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_E0040,"Plate 4, 13L",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,TRUE,GFP,Coding,NA," ""green fluorescent protein derived from jellyfish Aequeora victoria wild-type GFP (SwissProt: P42212""",TRUE
BB558,08.04.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_B0031,"Plate 4, 1H",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,RBS,NA," ""RBS.2 (weak) -- derivative of BBa_0030""",TRUE
BB559,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_P10304,"Plate 2, 18B",spring 2018 iGEM distribution,Jordan Clements,,,exp053,NA,0,,FALSE,RFP,DNA,NA,"""tRFP""",FALSE
BB560,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_K592012,"Plate 4, 15I",spring 2019 iGEM distribution ,Jordan Clements,,,exp053,NA,0,,FALSE,,Coding,NA,"""eforRed, red chromoprotein""",FALSE
BB561,08.04.19,E. coli DH10B + burden monitor,"kan,cam",pSB1C3,BBa_K515100,"Plate 1, 24C",spring 2018 iGEM distribution,Jordan Clements,,,exp053,NA,0,,FALSE,,Composite ,NA,"""IAA biosynthetic genes under control of the Pveg2 promoter""",FALSE
BB562,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB563,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB564,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB565,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB566,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB567,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB568,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB569,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB570,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB571,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB572,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB573,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB574,,,,,,,,,,,,NA,0,,FALSE,,,NA,,FALSE
BB575,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K783031,"Plate 6, 8L ",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,Regulatory,NA,,TRUE
BB576,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C00,BBa_J97005,"Plate 6, 10N",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,TRUE,GFP,Coding,NA,"""P-Free JuniperGFP (Green Fluorescent Protein)""",TRUE
BB577,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K1114007,"Plate 6, 2J",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,Regulatory,NA,,TRUE
BB578,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K1114009,"Plate 6, 2L ",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,Regulatory,NA,,TRUE
BB579,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K1114101,"Plate 6, 6D",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,RBS,NA,,TRUE
BB580,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K1114104,"Plate 6, 6J ",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,RBS,NA,,TRUE
BB581,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K1114012,"Plate 6, 4B ",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,Regulatory,NA,,TRUE
BB582,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C6,BBa_K1114021,"Plate 6, 4L ",spring 2019 iGEM distribution ,Noor Radde,,,exp027/exp053,NA,0,,FALSE,,Regulatory,NA,,TRUE
BB583,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_C0061,"Plate 2, 4J",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,Coding,NA," ""autoinducer synthetase for AHL""",TRUE
BB584,08.04.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_J61101,"Plate 4, 16E ",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,RBS,NA,"""Ribosome Binding Site Family Member""",TRUE
BB585,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R0010,"Plate 3, 4G ",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,Regulatory,NA," ""promoter (lacI regulated)""",TRUE
BB586,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_P10302,"Plate 6, 18D",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,DNA,NA," ""GVG""",TRUE
BB587,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_E0030,"Plate 3, 15D ",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,TRUE,YFP,Coding,NA," ""enhanced yellow fluorescent protein derived from A. victoria GFP""",TRUE
BB588,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_I0500,"Plate 6, 21E",spring 2018 iGEM distribution,Noor Radde,,,exp027,NA,0,,FALSE,,Regulatory,NA," ""Inducible pBad/araC promoter""",TRUE
BB589,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_B1006,"Plate 3, 5D",spring 2018 iGEM distribution,Noor Radde,,,exp028,NA,0,,FALSE,,Terminator,NA," ""Terminator (artificial  large  %T~>90)""",FALSE
BB590,08.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_J23119,"Plate 3, 17O ",spring 2018 iGEM distribution,Noor Radde,,,exp028,NA,0,,FALSE,,Regulatory,NA," ""constitutive promoter family member""",FALSE
